entry,at,order
"""Hans @ fVKCULQE4T"" posts a big blind of 2",2022-08-19T06:36:39.279Z,166089099927906
"""KevinG @ xaYwvsl4ih"" posts a small blind of 1",2022-08-19T06:36:39.279Z,166089099927905
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (193) | #4 ""Hans @ fVKCULQE4T"" (373) | #8 ""Fluffy @ kHdDX9dnsk"" (645)",2022-08-19T06:36:39.279Z,166089099927901
"-- starting hand #338  (No Limit Texas Hold'em) (dealer: ""Fluffy @ kHdDX9dnsk"") --",2022-08-19T06:36:39.279Z,166089099927900
"-- ending hand #337 --",2022-08-19T06:36:33.372Z,166089099337202
"""Hans @ fVKCULQE4T"" collected 51 from pot",2022-08-19T06:36:33.372Z,166089099337201
"Uncalled bet of 51 returned to ""Hans @ fVKCULQE4T""",2022-08-19T06:36:33.372Z,166089099337200
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:36:32.559Z,166089099255900
"""Fluffy @ kHdDX9dnsk"" folds",2022-08-19T06:36:01.650Z,166089096165000
"""Hans @ fVKCULQE4T"" raises to 73",2022-08-19T06:36:00.085Z,166089096008500
"""KevinG @ xaYwvsl4ih"" raises to 22",2022-08-19T06:35:52.634Z,166089095263400
"""Fluffy @ kHdDX9dnsk"" calls 7",2022-08-19T06:35:46.682Z,166089094668200
"""Hans @ fVKCULQE4T"" raises to 7",2022-08-19T06:35:44.922Z,166089094492200
"""KevinG @ xaYwvsl4ih"" posts a big blind of 2",2022-08-19T06:35:41.229Z,166089094122906
"""Fluffy @ kHdDX9dnsk"" posts a small blind of 1",2022-08-19T06:35:41.229Z,166089094122905
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (215) | #4 ""Hans @ fVKCULQE4T"" (344) | #8 ""Fluffy @ kHdDX9dnsk"" (652)",2022-08-19T06:35:41.229Z,166089094122901
"-- starting hand #337  (No Limit Texas Hold'em) (dealer: ""Hans @ fVKCULQE4T"") --",2022-08-19T06:35:41.229Z,166089094122900
"-- ending hand #336 --",2022-08-19T06:35:35.314Z,166089093531402
"""Hans @ fVKCULQE4T"" collected 24 from pot",2022-08-19T06:35:35.314Z,166089093531401
"Uncalled bet of 24 returned to ""Hans @ fVKCULQE4T""",2022-08-19T06:35:35.314Z,166089093531400
"""Fluffy @ kHdDX9dnsk"" folds",2022-08-19T06:35:34.511Z,166089093451100
"""Hans @ fVKCULQE4T"" raises to 30",2022-08-19T06:35:31.227Z,166089093122700
"""Fluffy @ kHdDX9dnsk"" bets 6",2022-08-19T06:35:26.625Z,166089092662500
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:35:24.088Z,166089092408800
"Flop:  [7♣, 6♦, 2♣]",2022-08-19T06:35:22.110Z,166089092211000
"""Hans @ fVKCULQE4T"" calls 6",2022-08-19T06:35:21.282Z,166089092128200
"""Fluffy @ kHdDX9dnsk"" raises to 6",2022-08-19T06:35:19.699Z,166089091969900
"""Hans @ fVKCULQE4T"" calls 2",2022-08-19T06:35:16.884Z,166089091688400
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:35:12.222Z,166089091222200
"""Fluffy @ kHdDX9dnsk"" posts a big blind of 2",2022-08-19T06:35:11.012Z,166089091101206
"""Hans @ fVKCULQE4T"" posts a small blind of 1",2022-08-19T06:35:11.012Z,166089091101205
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (215) | #4 ""Hans @ fVKCULQE4T"" (332) | #8 ""Fluffy @ kHdDX9dnsk"" (664)",2022-08-19T06:35:11.012Z,166089091101201
"-- starting hand #336  (No Limit Texas Hold'em) (dealer: ""KevinG @ xaYwvsl4ih"") --",2022-08-19T06:35:11.012Z,166089091101200
"-- ending hand #335 --",2022-08-19T06:35:05.101Z,166089090510102
"""Hans @ fVKCULQE4T"" collected 24 from pot",2022-08-19T06:35:05.101Z,166089090510101
"Uncalled bet of 18 returned to ""Hans @ fVKCULQE4T""",2022-08-19T06:35:05.101Z,166089090510100
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:35:04.285Z,166089090428500
"""Fluffy @ kHdDX9dnsk"" folds",2022-08-19T06:35:02.424Z,166089090242400
"""Hans @ fVKCULQE4T"" bets 18",2022-08-19T06:34:58.079Z,166089089807900
"""KevinG @ xaYwvsl4ih"" checks",2022-08-19T06:34:51.634Z,166089089163400
"Turn: 5♣, 4♣, J♠ [7♥]",2022-08-19T06:34:50.668Z,166089089066800
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:34:49.777Z,166089088977700
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:34:47.503Z,166089088750300
"""KevinG @ xaYwvsl4ih"" checks",2022-08-19T06:34:45.614Z,166089088561400
"Flop:  [5♣, 4♣, J♠]",2022-08-19T06:34:43.863Z,166089088386300
